"cnpj","nome_coop","naturezaJuridica","classe","situacao","regimeEspecial","logradouro","complemento","bairro","municipio","uf","cep","endereco_eletronico","email","telefone_ddd","telefone_numero","segmento_prudencial","ato_presi","nome_Liquidante","filiacao","filiacao_central"
71207740,"COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA PRIMEIRO DE MARCO  N  175","","CENTRO","IRAI DE MINAS","MG","38510000","","irai312900@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
1330387,"COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA CORONEL GUILHERME DE PAULA, N° 1111","COMERCIAL","CENTRO","LARANJEIRAS DO SUL","PR","85301220","www.crehnor.coop.br","pr.catrini@crehnor.com.br",NA,NA,"S5",NA,NA,NA,NA
8253539,"COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA PADRE AURELIO CANZI","1833","CENTRO","SAO MIGUEL D'OESTE","SC","89900000","www.sulcredi.coop.br","saomiguel@cresol.com.br",NA,NA,"S5",NA,NA,NA,NA
8482873,"COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA JOAQUIM TORRES, 01","","CENTRO","IGACI","AL","57620000","","cooperagre_al@yahoo.com.br",NA,NA,"S5",NA,NA,NA,NA
49654502,"COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA AMAZONAS, 361","","CENTRO","CATANDUVA","SP","15800050","","cofocred@uol.com.br",NA,NA,"S5",NA,NA,NA,NA
52623311,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV CORONEL QUITO  134","","CENTRO","IGARAPAVA","SP","14540000","","crerural@terra.com.br",NA,NA,"S5",NA,NA,NA,NA
12272183,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA SA E ALBUQUERQUE  544","","JARAGUA","MACEIO","AL","57022180","www.coplan.coop.br","coplan@coplan.coop.br",NA,NA,"S5",NA,NA,NA,NA
2904138,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA PORTO ALEGRE  410","SALA 2","","AUREA","RS","99835000","","centenario@cresolcentral.com.br",NA,NA,"S5",NA,NA,NA,NA
5241145,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA SEVERIANO DE ALMEIDA  402","","","GETULIO VARGAS","RS","99900000","","getuliovargas@cresolcentral.com.br",NA,NA,"S5",NA,NA,NA,NA
71154256,"COOPERATIVA DE CRÉDITO SACRAMENTO LTDA - SICOOB SACRAMENTO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  BENEDITO VALADARES  73","","CENTRO","SACRAMENTO","MG","38190000","","sacramento316500@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
4013172,"COOPERATIVA DE CRÉDITO SICOOB 3 COLINAS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA PAULO VI, 733","","PARQUE DOS LIMAS","FRANCA","SP","14403138","www.credacif.com.br","cred-acif@credacif.com.br",NA,NA,"S5",NA,NA,NA,NA
6174009,"COOPERATIVA DE CRÉDITO SICOOB ALIANÇA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA GALDINO GLUCK JUNIOR  280","SALA 201","CENTRO","APUCARANA","PR","86800670","https://www.sicoob.com.br/web/sicoobalianca/sistema-sicoob","sicoobapucarana@net21.com.br",NA,NA,"S5",NA,NA,NA,NA
7097064,"COOPERATIVA DE CRÉDITO SICOOB CONFIANÇA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA GOIAS  1231","","CENTRO","MARECHAL CANDIDO RONDON","PR","85960000","","sicoob@sicoobmarechal.com.br",NA,NA,"S5",NA,NA,NA,NA
4174720,"COOPERATIVA DE CRÉDITO SICOOB COOPEMAR LTDA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA RUI BARBOSA  N  152","","CENTRO","MAIRI","BA","44630000","","coopemar@terra.com.br",NA,NA,"S5",NA,NA,NA,NA
62673470,"COOPERATIVA DE CRÉDITO SICOOB COOPMIL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA VENCESLAU BRÁS, 175/179","","CENTRO","SAO PAULO","SP","01016000","www.coopmil.coop.br","darci@coopmil.coop.br",NA,NA,"S4",NA,NA,NA,NA
1205736,"COOPERATIVA DE CRÉDITO SICOOB COSTA DO DESCOBRIMENTO LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"PRACA DA INDEPENDENCIA  60","","CENTRO","ITAMARAJU","BA","45836000","","sicoobitamaraju@dstech.com.br",NA,NA,"S5",NA,NA,NA,NA
2528151,"COOPERATIVA DE CRÉDITO SICOOB CREDCOOP LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"PRAÇA JOAQUIM CORREIA, N°. 55","","CENTRO","VITORIA DA CONQUISTA","BA","45000907","","credcoop@credcoop.com.br",NA,NA,"S5",NA,NA,NA,NA
4529074,"COOPERATIVA DE CRÉDITO SICOOB CREDICAPITAL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  TOLEDO  247","","CENTRO","CASCAVEL","PR","85810230","","sicoobcascavel@sicoobcascavel.com.br",NA,NA,"S5",NA,NA,NA,NA
3535065,"COOPERATIVA DE CRÉDITO SICOOB CREDMETAL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA ERASMO BRAGA  310","","PRESIDENTE ALTINO","OSASCO","SP","06213000","www.credmetal.com.br","credmeta@credmetal.com.br",NA,NA,"S5",NA,NA,NA,NA
2935307,"COOPERATIVA DE CRÉDITO SICOOB CREDSEGURO LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA C -139, QUADRA 337, LOTE 03","","JARDIM AMERICA","GOIANIA","GO","74275070","https://www.sicoob.com.br/web/sicoobcredseguro","credseguro@sicoobcredseguro.com.br",NA,NA,"S5",NA,NA,NA,NA
4388688,"COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA REPUBLICA DO LIBANO  N  2 397","QD  D 7  LT 74","SETOR OESTE","GOIANIA","GO","74125125","www.sicoobengecred.coop.com.br","sicoobengecred@sicoobengecred.com.br",NA,NA,"S5",NA,NA,NA,NA
2447120,"COOPERATIVA DE CRÉDITO SICOOB EXTREMO SUL LTDA.","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA ANTONIO CHICON SOBRINHO  141","","CENTRO","TEIXEIRA DE FREITAS","BA","45985202","","sicoobtxf@sicoobteixeira.com.br",NA,NA,"S5",NA,NA,NA,NA
24610065,"COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA MATO GROSSO  N   3 195","","SANTA FE","CAMPO GRANDE","MS","79021151","www.sicoobcocresul.com.br","cocresul@cocresul.coop.br",NA,NA,"S5",NA,NA,NA,NA
71506513,"COOPERATIVA DE CRÉDITO SICOOB ITAPAGIPE LTDA - SICOOB ITAPAGIPE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA 07","575","CENTRO","ITAPAGIPE","MG","38240000","www.sicoobitapagipe.com.br","itapagipe313100@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
3459850,"COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  PEDRO TAQUES  294","SOBRELOJA 2","ZONA 03","MARINGA","PR","87030008","","controladoria@sicoobmetropolitano.com.br",NA,NA,"S5",NA,NA,NA,NA
7318874,"COOPERATIVA DE CRÉDITO SICOOB MÉDIO OESTE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  DOM PEDRO II  245","","JARDIM AMERICA","ASSIS CHATEAUBRIAND","PR","85935000","www.sicoobunicoob.com.br","sicoob@sicoobassis.com.br",NA,NA,"S5",NA,NA,NA,NA
2876918,"COOPERATIVA DE CRÉDITO SICOOB NORTE SUL LTDA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"PRACA SIMOES FILHO  55   SALAS 101 102","SHOPPING GAN","CENTRO","GANDU","BA","45450000","","credigan@gandunet.com.br",NA,NA,"S5",NA,NA,NA,NA
5582619,"COOPERATIVA DE CRÉDITO SICOOB OURO VERDE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA PARANA 646","1  ANDAR","CENTRO","LONDRINA","PR","86010390","","controladoria@sicoobnortepr.com.br",NA,NA,"S5",NA,NA,NA,NA
2057584,"COOPERATIVA DE CRÉDITO SICOOB SERTÃO LTDA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"PRACA HONORATO GONCALVES  N  84","","CENTRO","PINTADAS","BA","44610000","","sicoobsertao@sicoobsertao.coop.br",NA,NA,"S5",NA,NA,NA,NA
86389236,"COOPERATIVA DE CRÉDITO SICOOB UNI SUDESTE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA VINTE E DOIS DE MAIO  57","","CENTRO","UBA","MG","36500060","https://www.sicoob.com.br/web/sicoobunisudeste","ucmg0010@unicredmg.com.br",NA,NA,"S5",NA,NA,NA,NA
37554441,"COOPERATIVA DE CRÉDITO SICOOB UNI SUL MS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA OLIVEIRA MARQUES  2020","","JARDIM CENTRAL","DOURADOS","MS","79805021","www.sicoob.com.br/web/sicoobunisulms/sicoob-uni-sul-","unicred@unicred-dou.com.br",NA,NA,"S5",NA,NA,NA,NA
1042487,"COOPERATIVA DE CRÉDITO SICOOB UNIDAS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  ALMIRANTE BARROSO  2926","","SOUZA","BELEM","PA","66613710","http://www.sicoobunidas.coop.br/","eletrocred@eletrocred.com.br",NA,NA,"S5",NA,NA,NA,NA
2466552,"COOPERATIVA DE CRÉDITO SICOOB VALE SUL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA ANTONIO DE PAIVA CANTELMO  N  590","","INDUSTRIAL","FRANCISCO BELTRAO","PR","85601270","","cresud@wmail.com.br",NA,NA,"S5",NA,NA,NA,NA
26359745,"COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. - SICOOBMAIS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA HUM","30","CENTRO","IGUATAMA","MG","38910000","","iguatama312700@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
9343038,"COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA JOÃO PESSOA 25","","CENTRO","SOUSA","PB","58800010","www.sicredi.com.br/altosertaoparaibano/","unicredaltosertaopb@unicredaltosertaopb.com.br",NA,NA,"S5",NA,NA,NA,NA
41255225,"COOPERATIVA DE CRÉDITO SICREDI CENTRO PERNAMBUCANA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA  SALDANHA MARINHO  34","","MAURICIO DE NASSAU","CARUARU","PE","55012740","http://www.sicredinne.com.br/centropernambucana/","martonio.vasconcelos@unicredcentrope.com.br",NA,NA,"S5",NA,NA,NA,NA
90608712,"COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA VINTE E CINCO DE SETEMBRO  777","","CENTRO","CARLOS BARBOSA","RS","95185000","","sicredi@lottinet.com.br",NA,NA,"S4",NA,NA,NA,NA
5888589,"COOPERATIVA DE CRÉDITO SUL - SICOOB SUL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA BENJAMIN LINS, 610","","BATEL","CURITIBA","PR","80420100","www.sicoob.com.br","controladoria@sicoobsul.com.br",NA,NA,"S5",NA,NA,NA,NA
32467086,"COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV. DR. ARISTIDES CAMPOS, 355","","BASILEIA","CACHOEIRO DE ITAPEMIRIM","ES","29302801","www.sicoobes.com.br","cachoeiro@sicoobes.com.br",NA,NA,"S5",NA,NA,NA,NA
32474884,"COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV. GETULIO VARGAS, 683","","CENTRO","ALFREDO CHAVES","ES","29240000","www.sicoobes.com.br","sullitoraneo@sicoobes.com.br",NA,NA,"S5",NA,NA,NA,NA
815319,"COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA ANGELO ALTOÉ, 340","","SÃO PEDRO","VENDA NOVA DO IMIGRANTE","ES","29375000","www.sicoobes.com.br","sulserrano@sicoobes.com.br",NA,NA,"S5",NA,NA,NA,NA
26178111,"COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. - SICOOB UNIÃO CENTRO OESTE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  BENEDITO VALADARES","590","CENTRO","LAGOA DA PRATA","MG","35590028","www.sicoob.com.br/web/sicoobuniaocentrooeste","lagoaprata313600@sicoobcrediminas.com.br",NA,NA,"S5",NA,NA,NA,NA
65239402,"COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"PRACA PRIMEIRO DE JANEIRO  25","","CENTRO","CARMO DO CAJURU","MG","35557000","","sicoob.carmocredi@sicoobcarmocredi.com.br",NA,NA,"S5",NA,NA,NA,NA
977212,"COOPERATIVA DE CRÉDITO UNICOPER","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  DAS NACOES UNIDAS  14261","ALA A1   13   ANDAR   UNICOPER","VILA GERTRUDES","SAO PAULO","SP","04794000","","unicoper@copersucar.com.br",NA,NA,"S5",NA,NA,NA,NA
184068,"COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM","Sociedade Cooperativa","Central","Autorizada em Atividade",FALSE,"RUA PADRE MARINHO 37","11  ANDAR","SANTA EFIGENIA","BELO HORIZONTE","MG","30140040","www.unicred.com.br/multirregional","supervisao@unicredmg.com.br",NA,NA,"S4",NA,NA,NA,NA
75847,"COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA ANTONIO DE LUCCA  191","","CENTRO","CRICIUMA","SC","88811503","http://www.unicred.com.br/sulcatarinense/","unicred-cri@unicred-cri.com.br",NA,NA,"S5",NA,NA,NA,NA
4355489,"COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA EMILIO BLUM  131","TORRE B  9  ANDAR","CENTRO","FLORIANOPOLIS","SC","88020010","http://www.unicred.com.br/coomarca/","marcia@coomarca.com.br",NA,NA,"S5",NA,NA,NA,NA
1039011,"COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA GETÚLIO DORNELES VARGAS, N 1183","11° ANDAR","CENTRO","CHAPECO","SC","89802002","http://www.unicred.com.br/desbravadora","unicred@unicred-oestesc.com.br",NA,NA,"S5",NA,NA,NA,NA
1727929,"COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA MAJOR GOTE 179","","ALTO CAICARAS","PATOS DE MINAS","MG","38700001","www.unicredmg.com.br","ucmg0020@unicredmg.com.br",NA,NA,"S5",NA,NA,NA,NA
1796302,"COOPERATIVA DE CRÉDITO UNICRED REGIÃO DOS VALES LTDA. - UNICRED REGIÃO DOS VALES","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA BAGE  55","","BOA VISTA","NOVO HAMBURGO","RS","93410220","www.unicred.com.br/regiaodosvales","valedosinos@unicred-rs.com.br",NA,NA,"S5",NA,NA,NA,NA
74114042,"COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA CAMBORIU 519","","CENTRO","ITAJAI","SC","88301451","http://www.unicred.com.br/uniao/","unicred@unicred-litoral.com.br",NA,NA,"S5",NA,NA,NA,NA
73443863,"COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"ALAMEDA RIO BRANCO  264","SALAS 501 E 601  5  E 6  ANDAR","CENTRO","BLUMENAU","SC","89010016","http://www.unicred.com.br/valeeuropeu","secretaria@unicred-blumenau.com.br",NA,NA,"S5",NA,NA,NA,NA
74064502,"COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA TENENTE SILVEIRA  315","","CENTRO","FLORIANOPOLIS","SC","88010301","http://www.unicred.com.br/florianopolis/","diretoria@unicred-florianopolis.com.br",NA,NA,"S5",NA,NA,NA,NA
1572667,"COOPERATIVA DE CRÉDITO UNIPRIME SUL LTDA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  15 DE NOVEMBRO  236","SALAS 01 02","","ERECHIM","RS","99700000","","erechim@unicred-rs.com.br",NA,NA,"S5",NA,NA,NA,NA
73647935,"COOPERATIVA DE CRÉDITO UNIQUE BR","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA ABRAO JULIO RAHE  54","GESTAO","VILA ALTA","CAMPO GRANDE","MS","79010010","https://www.sicoob.com.br/web/sicoobuniquebr/para-voce","controladoria@unicred-cgr.com.br",NA,NA,"S5",NA,NA,NA,NA
707903,"COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  26 DE ABRIL  997","SALA","CENTRO","ABDON BATISTA","SC","89636000","","credicanoas@terra.com.br",NA,NA,"S5",NA,NA,NA,NA
25626490,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"PRAÇA DOUTOR AUGUSTO SILVA 728","","CENTRO","LAVRAS","MG","37200154","","lavras313800@sicoobcrediminas.com.br",NA,NA,"S4",NA,NA,NA,NA
4853988,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES - SICREDI BANDEIRANTES SP","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA AQUIDABAN 1090","ESQUINA COM A RUA PADRE TEIXEIRA  PISO SUPERIOR","CENTRO","SAO CARLOS","SP","13560120","","flavio_salik@sicredi.com.br",NA,NA,"S4",NA,NA,NA,NA
87900601,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ - SICREDI BOTUCARAÍ RS/MG","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"LARGO DA MATRIZ  N 33","","CENTRO","SOLEDADE","RS","99300000","","",NA,NA,"S4",NA,NA,NA,NA
95213211,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA CONCEICAO  364","SALA 03","CENTRO","ROLANTE","RS","95690000","","",NA,NA,"S4",NA,NA,NA,NA
81466286,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS E GRANDE CURITIBA - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV ERNESTO VILELA 1001","","NOVA RUSSIA","PONTA GROSSA","PR","84070000","www.sicredi.com.br","coop0730_cgerais@sicredi.com.br",NA,NA,"S4",NA,NA,NA,NA
3566655,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"R MINAS GERAIS  S N","1  E 2  PISO","CENTRO","SAO GABRIEL DO OESTE","MS","79490000","","altair_goncalves@sicredi.com.br",NA,NA,"S4",NA,NA,NA,NA
87067757,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  CONCORDIA  577","","CENTRO","AGUDO","RS","96540000","","coop0403_administrativo@sicredi.com.br",NA,NA,"S4",NA,NA,NA,NA
78907607,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"PRACA CEL  JOSE DURSKI  26","3  ANDAR","CENTRO","PRUDENTOPOLIS","PR","84400000","","coop0719_csul@sicredi.com.br",NA,NA,"S4",NA,NA,NA,NA
87733770,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CONEXÃO - SICREDI CONEXÃO","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA DO COMERCIO  618","","CENTRO","RODEIO BONITO","RS","98360000","","jose_centenaro@sicredi.com.br",NA,NA,"S4",NA,NA,NA,NA
19962468,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA ADVOCACIA E SERVENTUÁRIOS DO PODER JUDICIÁRIO NO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV BORGES DE MEDEIROS  2105","SALAS 605 606 E 607","PRAIA DE BELAS","PORTO ALEGRE","RS","90110150","","",NA,NA,"S4",NA,NA,NA,NA
92555150,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA OLIVIO ZANINI, 553","LOTEAMENTO DO PÓRTICO","SÃO PAULO","TAPEJARA","RS","99950000","","sicreditapejara@netvisual.com.br",NA,NA,"S4",NA,NA,NA,NA
4463602,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA RIO BRANCO  1 153","","ALTO CAFEZAL","MARILIA","SP","17502000","","j.salvi2@terra.com.br",NA,NA,"S4",NA,NA,NA,NA
89468565,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  EXPEDICIONARIO  1195","","CENTRO","SARANDI","RS","99560000","","sicredisarandi@terra.com.br",NA,NA,"S4",NA,NA,NA,NA
57647653,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AVENIDA LAURO DE CARVALHO","872","CENTRO","JAGUARIUNA","SP","13910025","","irene@caph.com.br",NA,NA,"S4",NA,NA,NA,NA
89126130,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"R  HEITOR ALEXANDRE PERETTI  385","","VILA AMAZONAS","ENCANTADO","RS","95960000","","",NA,NA,"S4",NA,NA,NA,NA
3662047,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS CARREIRAS DO MINISTÉRIO PÚBLICO, TRIBUNAL DE CONTAS E SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL - SICREDI MP RS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV  AURELIANO DE FIGUEIREDO PINTO  501","5  ANDAR","PRAIA DE BELAS","PORTO ALEGRE","RS","90050191","","coop.mp@terra.com.br",NA,NA,"S4",NA,NA,NA,NA
95594941,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG - SICREDI REGIÃO CENTRO RS/MG","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV HELVIO BASSO  1666","","MEDIANEIRA","SANTA MARIA","RS","97070805","","sicredism@uol.com.br",NA,NA,"S4",NA,NA,NA,NA
3042597,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"RUA TELDO KASPER  467","","CHACARA CACHOEIRA","CAMPO GRANDE","MS","79040840","www.sicredi.com.br","altair_goncalves@sicredi.com.br",NA,NA,"S4",NA,NA,NA,NA
87900411,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO - SICREDI ESPUMOSO RS/MG","Sociedade Cooperativa","Singular","Autorizada em Atividade",FALSE,"AV ANGELO MACALOS 383","","CENTRO","ESPUMOSO","RS","99400000","","sicrediespumoso@terra.com.br",NA,NA,"S4",NA,NA,NA,NA
