"cnpj","nome","endereco","complemento","bairro","cep","municipio","uf","pais","ddd","numero","cod_compe_s_dv","x"
"87900411","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"87900411","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"87900411","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"89990501","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"89990501","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"89990501","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"89990501","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"89990501","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"89990501","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"89990501","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"89990501","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"89990501","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"89990501","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"91159764","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"91159764","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"91159764","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"91159764","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"91159764","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"91159764","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"91159764","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"91159764","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"91159764","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"91159764","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"73113243","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"73113243","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"73113243","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"73113243","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"73113243","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"73113243","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"73113243","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"73113243","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"73113243","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"73113243","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"79342069","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"79342069","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"79342069","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"79342069","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"79342069","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"79342069","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"79342069","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"79342069","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"79342069","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"79342069","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"33021064","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"33021064","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"33021064","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"33021064","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"33021064","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"33021064","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"33021064","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"33021064","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"33021064","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"33021064","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"26408161","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"26408161","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"26408161","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"26408161","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"26408161","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"26408161","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"26408161","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"26408161","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"26408161","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"26408161","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"6332931","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"6332931","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"6332931","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"6332931","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"6332931","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"6332931","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"6332931","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"6332931","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"6332931","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"6332931","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"33022690","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"33022690","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"33022690","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"33022690","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"33022690","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"33022690","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"33022690","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"33022690","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"33022690","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"33022690","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"3065046","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"3065046","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"3065046","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"3065046","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"3065046","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"3065046","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"3065046","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"3065046","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"3065046","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"3065046","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"2843443","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"2843443","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"2843443","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"2843443","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"2843443","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"2843443","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"2843443","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"2843443","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"2843443","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"2843443","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"10736214","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"10736214","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"10736214","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"10736214","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"10736214","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"10736214","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"10736214","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"10736214","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"10736214","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"10736214","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"8041950","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"8041950","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"8041950","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"8041950","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"8041950","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"8041950","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"8041950","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"8041950","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"8041950","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"8041950","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"32995755","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"32995755","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"32995755","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"32995755","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"32995755","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"32995755","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"32995755","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"32995755","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"32995755","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"32995755","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"3793242","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"3793242","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"3793242","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"3793242","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"3793242","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"3793242","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"3793242","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"3793242","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"3793242","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"3793242","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"95424891","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"95424891","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"95424891","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
"95424891","SICOOB PA - I9","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 ANEXO A","PQ INDUSTRI LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","16","32519700","-",NA
"95424891","SICOOB PA - JABOTICABAL","PRA«A DOM JOS… MARCONDES HOMEM DE MELLO, 155","-","CENTRO","14870-515","JABOTICABAL","SP","Brasil","16","32099600","-",NA
"95424891","SICOOB PA - LEN«OIS PAULISTA","RUA IGN·CIO ANSELMO, 444","-","CENTRO","18682-040","LENCOIS PAULISTA","SP","Brasil","14","32691400","-",NA
"95424891","SICOOB PA - MAT√O","RUA S√O LOUREN«O, 1079","-","VILA MARIANI","15990-200","MATAO","SP","Brasil","16","33837979","-",NA
"95424891","SICOOB PA - NOROESTE PTA DIG","PRA«A DOM JOS… MARCONDES HOMEM DE MELO, 155","SALA 2","CENTRO","14870-515","JABOTICABAL","SP","Brasil","-","-","-",NA
"95424891","SICOOB PA - PRAD”POLIS","RUA S√O MARTINHO, 653","-","CENTRO","14850-000","PRADOPOLIS","SP","Brasil","16","39819110","-",NA
"95424891","SICOOB PA - TAQUARITINGA","RUA DOUTOR PRUDENTE DE MORAIS, 281","-","CENTRO","15900-053","TAQUARITINGA","SP","Brasil","16","32538053","-",NA
"6078926","SICOOB PA - DIGITAL","AV. ANT‘NIO ALBINO, 1671","SALA 2","VILA GARAVELLO","14845-038","GUARIBA","SP","Brasil","-","-","-",NA
"6078926","SICOOB PA - DUMONT","RUA ALFREDO CONDEIXA, 129","-","CENTRO","14120-000","DUMONT","SP","Brasil","16","39449410","-",NA
"6078926","SICOOB PA - GUARIBA","RUA 9 DE JULHO, 977","-","CENTRO","14840-021","GUARIBA","SP","Brasil","16","32519700","-",NA
